
# Curve 0 of 1, 10000 points
# Curve title: "Mass of moisture outside of Canopy"
# x y type
 0  0.00019039  i
 1  0.00101071  i
 2  0.00251796  i
 3  0.00409875  i
 4  0.00576785  i
 5  0.0077163  i
 6  0.00974201  i
 7  0.0118185  i
 8  0.0140234  i
 9  0.0163071  i
 10  0.0186687  i
 11  0.0211198  i
 12  0.0236319  i
 13  0.0262014  i
 14  0.0288285  i
 15  0.0314807  i
 16  0.0341778  i
 17  0.0369254  i
 18  0.039712  i
 19  0.0425214  i
 20  0.0453785  i
 21  0.04867  i
 22  0.0519866  i
 23  0.0553376  i
 24  0.0587162  i
 25  0.0621188  i
 26  0.065552  i
 27  0.0690219  i
 28  0.0725288  i
 29  0.0760718  i
 30  0.0796471  i
 31  0.0832602  i
 32  0.0869125  i
 33  0.0905988  i
 34  0.0943236  i
 35  0.0980821  i
 36  0.101876  i
 37  0.105708  i
 38  0.109577  i
 39  0.113482  i
 40  0.117426  i
 41  0.121409  i
 42  0.125429  i
 43  0.129487  i
 44  0.133583  i
 45  0.137717  i
 46  0.14189  i
 47  0.146102  i
 48  0.150353  i
 49  0.154643  i
 50  0.158974  i
 51  0.163344  i
 52  0.167754  i
 53  0.172204  i
 54  0.176695  i
 55  0.181228  i
 56  0.185802  i
 57  0.190418  i
 58  0.195076  i
 59  0.199778  i
 60  0.204522  i
 61  0.20931  i
 62  0.214143  i
 63  0.219018  i
 64  0.223937  i
 65  0.2289  i
 66  0.233909  i
 67  0.238963  i
 68  0.244062  i
 69  0.249207  i
 70  0.254398  i
 71  0.259634  i
 72  0.264917  i
 73  0.270246  i
 74  0.275622  i
 75  0.281046  i
 76  0.286518  i
 77  0.292038  i
 78  0.297606  i
 79  0.303223  i
 80  0.308889  i
 81  0.314604  i
 82  0.320369  i
 83  0.326184  i
 84  0.332048  i
 85  0.337963  i
 86  0.343928  i
 87  0.349944  i
 88  0.356011  i
 89  0.362129  i
 90  0.368299  i
 91  0.374519  i
 92  0.380792  i
 93  0.387116  i
 94  0.393492  i
 95  0.39992  i
 96  0.4064  i
 97  0.412932  i
 98  0.419516  i
 99  0.426152  i
 100  0.43284  i
 101  0.439581  i
 102  0.446374  i
 103  0.45322  i
 104  0.460117  i
 105  0.467067  i
 106  0.474069  i
 107  0.481124  i
 108  0.48823  i
 109  0.495389  i
 110  0.5026  i
 111  0.509863  i
 112  0.517177  i
 113  0.524544  i
 114  0.531962  i
 115  0.539432  i
 116  0.546954  i
 117  0.554527  i
 118  0.562152  i
 119  0.569828  i
 120  0.577554  i
 121  0.585332  i
 122  0.59316  i
 123  0.601039  i
 124  0.608969  i
 125  0.616948  i
 126  0.624978  i
 127  0.633057  i
 128  0.641186  i
 129  0.649364  i
 130  0.657592  i
 131  0.665868  i
 132  0.674193  i
 133  0.682567  i
 134  0.690988  i
 135  0.699457  i
 136  0.707974  i
 137  0.716538  i
 138  0.725149  i
 139  0.733806  i
 140  0.742509  i
 141  0.751258  i
 142  0.760052  i
 143  0.768891  i
 144  0.777775  i
 145  0.786704  i
 146  0.795676  i
 147  0.804692  i
 148  0.81375  i
 149  0.82285  i
 150  0.831992  i
 151  0.841176  i
 152  0.8504  i
 153  0.859666  i
 154  0.86897  i
 155  0.878315  i
 156  0.887698  i
 157  0.897119  i
 158  0.906577  i
 159  0.916073  i
 160  0.925606  i
 161  0.935175  i
 162  0.944779  i
 163  0.954418  i
 164  0.964092  i
 165  0.973799  i
 166  0.98354  i
 167  0.993312  i
 168  1.00312  i
 169  1.01295  i
 170  1.02282  i
 171  1.03272  i
 172  1.04264  i
 173  1.0526  i
 174  1.06258  i
 175  1.07258  i
 176  1.08262  i
 177  1.09269  i
 178  1.10277  i
 179  1.11289  i
 180  1.12302  i
 181  1.13318  i
 182  1.14336  i
 183  1.15355  i
 184  1.16377  i
 185  1.17401  i
 186  1.18553  i
 187  1.19707  i
 188  1.20863  i
 189  1.22021  i
 190  1.23182  i
 191  1.24345  i
 192  1.25511  i
 193  1.26678  i
 194  1.27849  i
 195  1.29021  i
 196  1.30196  i
 197  1.31373  i
 198  1.32553  i
 199  1.33735  i
 200  1.3492  i
 201  1.36107  i
 202  1.37296  i
 203  1.38488  i
 204  1.39682  i
 205  1.40879  i
 206  1.42078  i
 207  1.4328  i
 208  1.44484  i
 209  1.45692  i
 210  1.46902  i
 211  1.48115  i
 212  1.4933  i
 213  1.50547  i
 214  1.51767  i
 215  1.52988  i
 216  1.54211  i
 217  1.55436  i
 218  1.56663  i
 219  1.57892  i
 220  1.59122  i
 221  1.60354  i
 222  1.61587  i
 223  1.62822  i
 224  1.64058  i
 225  1.65296  i
 226  1.66535  i
 227  1.67849  i
 228  1.69096  i
 229  1.70408  i
 230  1.7166  i
 231  1.72968  i
 232  1.74281  i
 233  1.75541  i
 234  1.76844  i
 235  1.78148  i
 236  1.79455  i
 237  1.80775  i
 238  1.82043  i
 239  1.83341  i
 240  1.84641  i
 241  1.85941  i
 242  1.87242  i
 243  1.88545  i
 244  1.89852  i
 245  1.91169  i
 246  1.92443  i
 247  1.9374  i
 248  1.95038  i
 249  1.96338  i
 250  1.97638  i
 251  1.98943  i
 252  2.00254  i
 253  2.01588  i
 254  2.02867  i
 255  2.04165  i
 256  2.05465  i
 257  2.06769  i
 258  2.08082  i
 259  2.09419  i
 260  2.10701  i
 261  2.12  i
 262  2.13301  i
 263  2.14607  i
 264  2.15923  i
 265  2.1727  i
 266  2.18554  i
 267  2.19854  i
 268  2.21156  i
 269  2.22465  i
 270  2.23786  i
 271  2.25149  i
 272  2.26436  i
 273  2.27736  i
 274  2.2904  i
 275  2.30351  i
 276  2.3168  i
 277  2.32967  i
 278  2.34266  i
 279  2.35566  i
 280  2.3687  i
 281  2.3818  i
 282  2.39503  i
 283  2.40868  i
 284  2.42156  i
 285  2.43456  i
 286  2.44759  i
 287  2.46068  i
 288  2.47389  i
 289  2.48745  i
 290  2.50034  i
 291  2.51332  i
 292  2.52633  i
 293  2.53939  i
 294  2.55254  i
 295  2.5659  i
 296  2.57878  i
 297  2.59175  i
 298  2.60473  i
 299  2.61775  i
 300  2.63081  i
 301  2.64399  i
 302  2.65743  i
 303  2.67031  i
 304  2.68328  i
 305  2.69627  i
 306  2.70929  i
 307  2.72237  i
 308  2.73559  i
 309  2.74915  i
 310  2.76201  i
 311  2.77496  i
 312  2.78793  i
 313  2.80093  i
 314  2.81401  i
 315  2.82723  i
 316  2.84087  i
 317  2.85369  i
 318  2.86661  i
 319  2.87954  i
 320  2.89251  i
 321  2.90556  i
 322  2.91874  i
 323  2.93233  i
 324  2.94512  i
 325  2.95798  i
 326  2.97086  i
 327  2.98377  i
 328  2.99674  i
 329  3.00982  i
 330  3.02318  i
 331  3.03591  i
 332  3.04871  i
 333  3.06152  i
 334  3.07435  i
 335  3.08721  i
 336  3.10014  i
 337  3.11319  i
 338  3.12652  i
 339  3.13919  i
 340  3.15192  i
 341  3.16466  i
 342  3.17741  i
 343  3.1902  i
 344  3.20304  i
 345  3.21598  i
 346  3.22912  i
 347  3.24172  i
 348  3.25437  i
 349  3.26703  i
 350  3.2797  i
 351  3.29239  i
 352  3.30511  i
 353  3.31789  i
 354  3.33078  i
 355  3.34388  i
 356  3.35639  i
 357  3.36896  i
 358  3.38153  i
 359  3.39411  i
 360  3.40671  i
 361  3.41933  i
 362  3.432  i
 363  3.44475  i
 364  3.45764  i
 365  3.47083  i
 366  3.48324  i
 367  3.49571  i
 368  3.50818  i
 369  3.52067  i
 370  3.53317  i
 371  3.5457  i
 372  3.55828  i
 373  3.57093  i
 374  3.58371  i
 375  3.59674  i
 376  3.60904  i
 377  3.6214  i
 378  3.63376  i
 379  3.64613  i
 380  3.6585  i
 381  3.6709  i
 382  3.68333  i
 383  3.6958  i
 384  3.70834  i
 385  3.721  i
 386  3.73386  i
 387  3.74604  i
 388  3.75827  i
 389  3.7705  i
 390  3.78274  i
 391  3.79498  i
 392  3.80723  i
 393  3.8195  i
 394  3.8318  i
 395  3.84414  i
 396  3.85653  i
 397  3.86901  i
 398  3.88163  i
 399  3.89448  i
 400  3.9065  i
 401  3.91859  i
 402  3.93067  i
 403  3.94276  i
 404  3.95486  i
 405  3.96696  i
 406  3.97907  i
 407  3.9912  i
 408  4.00336  i
 409  4.01555  i
 410  4.02779  i
 411  4.04011  i
 412  4.05252  i
 413  4.06507  i
 414  4.07693  i
 415  4.08885  i
 416  4.10076  i
 417  4.11268  i
 418  4.12459  i
 419  4.1365  i
 420  4.14842  i
 421  4.16035  i
 422  4.17228  i
 423  4.18422  i
 424  4.19619  i
 425  4.20818  i
 426  4.22019  i
 427  4.23225  i
 428  4.24435  i
 429  4.25651  i
 430  4.26873  i
 431  4.28105  i
 432  4.29347  i
 433  4.3051  i
 434  4.3168  i
 435  4.32849  i
 436  4.34018  i
 437  4.35186  i
 438  4.36355  i
 439  4.37523  i
 440  4.38691  i
 441  4.39859  i
 442  4.41027  i
 443  4.42196  i
 444  4.43365  i
 445  4.44535  i
 446  4.45705  i
 447  4.46877  i
 448  4.48049  i
 449  4.49223  i
 450  4.50398  i
 451  4.51574  i
 452  4.52752  i
 453  4.53931  i
 454  4.55111  i
 455  4.56293  i
 456  4.57475  i
 457  4.58659  i
 458  4.59844  i
 459  4.61029  i
 460  4.62214  i
 461  4.634  i
 462  4.64585  i
 463  4.65769  i
 464  4.66953  i
 465  4.68136  i
 466  4.69317  i
 467  4.70496  i
 468  4.71674  i
 469  4.7285  i
 470  4.74023  i
 471  4.75195  i
 472  4.76364  i
 473  4.7753  i
 474  4.78694  i
 475  4.79856  i
 476  4.81014  i
 477  4.82171  i
 478  4.83325  i
 479  4.84476  i
 480  4.85624  i
 481  4.8677  i
 482  4.87914  i
 483  4.89055  i
 484  4.90194  i
 485  4.9133  i
 486  4.92464  i
 487  4.93596  i
 488  4.94725  i
 489  4.95853  i
 490  4.96978  i
 491  4.98101  i
 492  4.99221  i
 493  5.0034  i
 494  5.01457  i
 495  5.02572  i
 496  5.03684  i
 497  5.04795  i
 498  5.05904  i
 499  5.07011  i
 500  5.08117  i
 501  5.0922  i
 502  5.10322  i
 503  5.11422  i
 504  5.1252  i
 505  5.13617  i
 506  5.14712  i
 507  5.15805  i
 508  5.16897  i
 509  5.17987  i
 510  5.19076  i
 511  5.20163  i
 512  5.21249  i
 513  5.22333  i
 514  5.23416  i
 515  5.24498  i
 516  5.25578  i
 517  5.26657  i
 518  5.27734  i
 519  5.2881  i
 520  5.29885  i
 521  5.30958  i
 522  5.32031  i
 523  5.33102  i
 524  5.34172  i
 525  5.3524  i
 526  5.36308  i
 527  5.37374  i
 528  5.38439  i
 529  5.39503  i
 530  5.40566  i
 531  5.41628  i
 532  5.42689  i
 533  5.43749  i
 534  5.44808  i
 535  5.45866  i
 536  5.46923  i
 537  5.4798  i
 538  5.49035  i
 539  5.50089  i
 540  5.51143  i
 541  5.52195  i
 542  5.53247  i
 543  5.54298  i
 544  5.55348  i
 545  5.56398  i
 546  5.57446  i
 547  5.58494  i
 548  5.59541  i
 549  5.60588  i
 550  5.61634  i
 551  5.62679  i
 552  5.63724  i
 553  5.64768  i
 554  5.65811  i
 555  5.66854  i
 556  5.67896  i
 557  5.68938  i
 558  5.69979  i
 559  5.7102  i
 560  5.7206  i
 561  5.731  i
 562  5.7414  i
 563  5.75179  i
 564  5.76218  i
 565  5.77256  i
 566  5.78294  i
 567  5.79332  i
 568  5.8037  i
 569  5.81407  i
 570  5.82444  i
 571  5.83481  i
 572  5.84518  i
 573  5.85555  i
 574  5.86592  i
 575  5.87629  i
 576  5.88666  i
 577  5.89702  i
 578  5.90739  i
 579  5.91777  i
 580  5.92814  i
 581  5.93852  i
 582  5.9489  i
 583  5.95929  i
 584  5.96968  i
 585  5.98007  i
 586  5.99047  i
 587  6.00088  i
 588  6.0113  i
 589  6.02173  i
 590  6.03217  i
 591  6.04261  i
 592  6.05308  i
 593  6.06355  i
 594  6.07404  i
 595  6.08356  i
 596  6.09308  i
 597  6.10258  i
 598  6.11207  i
 599  6.12154  i
 600  6.131  i
 601  6.14045  i
 602  6.14989  i
 603  6.15932  i
 604  6.16874  i
 605  6.17814  i
 606  6.18754  i
 607  6.19692  i
 608  6.2063  i
 609  6.21566  i
 610  6.22502  i
 611  6.23436  i
 612  6.2437  i
 613  6.25302  i
 614  6.26234  i
 615  6.27165  i
 616  6.28094  i
 617  6.29023  i
 618  6.29951  i
 619  6.30878  i
 620  6.31804  i
 621  6.32729  i
 622  6.33654  i
 623  6.34577  i
 624  6.355  i
 625  6.36421  i
 626  6.37342  i
 627  6.38262  i
 628  6.39181  i
 629  6.401  i
 630  6.41017  i
 631  6.41934  i
 632  6.42849  i
 633  6.43762  i
 634  6.44675  i
 635  6.45587  i
 636  6.46497  i
 637  6.47406  i
 638  6.48314  i
 639  6.49222  i
 640  6.50128  i
 641  6.51033  i
 642  6.51937  i
 643  6.5284  i
 644  6.53743  i
 645  6.54644  i
 646  6.55544  i
 647  6.56443  i
 648  6.57341  i
 649  6.58239  i
 650  6.59135  i
 651  6.6003  i
 652  6.60924  i
 653  6.61817  i
 654  6.62709  i
 655  6.636  i
 656  6.6449  i
 657  6.65379  i
 658  6.66266  i
 659  6.67152  i
 660  6.68037  i
 661  6.68921  i
 662  6.69804  i
 663  6.70618  i
 664  6.71498  i
 665  6.72317  i
 666  6.73133  i
 667  6.73948  i
 668  6.7476  i
 669  6.75639  i
 670  6.76467  i
 671  6.77293  i
 672  6.78118  i
 673  6.78942  i
 674  6.79766  i
 675  6.80588  i
 676  6.81409  i
 677  6.82228  i
 678  6.83043  i
 679  6.83921  i
 680  6.84763  i
 681  6.85604  i
 682  6.86445  i
 683  6.87285  i
 684  6.88125  i
 685  6.88965  i
 686  6.89804  i
 687  6.90642  i
